pfam_id	age_class	rna_go	rna_rbpworld	rna_union	dna_binding	in_green51	in_universal415
PF04282	Inspect	False	False	False	False	False	False
PF04283	Euryarchaeota	False	False	False	False	False	False
PF04284	post-LBCA	False	False	False	False	False	False
PF04285	LBCA	False	False	False	False	False	False
PF04286	LBCA	False	False	False	False	False	False
PF04287	Proteobacteria	False	True	True	False	False	False
PF04288	Proteobacteria	False	False	False	False	False	False
PF04289	LACA	False	False	False	False	False	False
PF04290	LBCA	False	False	False	False	False	False
PF04293	LBCA	False	False	False	False	False	False
PF04294	post-LBCA	False	False	False	False	False	False
PF04295	LBCA	False	False	False	False	False	False
PF04296	LBCA	False	False	False	False	False	False
PF04297	Terrabacteria	False	False	False	False	False	False
PF04298	post-LBCA	False	False	False	False	False	False
PF04299	LBCA	False	False	False	False	False	False
PF04301	post-LBCA	False	False	False	False	False	False
PF04303	post-LBCA	False	False	False	False	False	False
PF04304	LBCA	False	False	False	False	False	False
PF04305	post-LBCA	False	False	False	False	False	False
PF04306	Terrabacteria	False	False	False	False	False	False
PF04307	preLUCA	False	False	False	False	False	False
PF04308	Terrabacteria	False	False	False	False	False	False
PF04309	post-LBCA	False	False	False	False	False	False
PF04310	Proteobacteria	False	False	False	True	False	True
PF04311	Proteobacteria	False	False	False	False	False	False
PF04312	LACA	False	False	False	False	False	False
PF04313	preLUCA	False	False	False	True	False	True
PF04314	Proteobacteria	False	False	False	False	False	False
PF04315	Proteobacteria	False	False	False	False	False	False
PF04316	unclassifiable	False	False	False	False	False	False
PF04317	post-LBCA	False	False	False	False	False	False
PF04319	post-LBCA	False	False	False	False	False	False
PF04320	post-LBCA	False	False	False	False	False	False
PF04321	LUCA	False	False	False	False	False	False
PF04322	Euryarchaeota	False	False	False	False	False	False
PF04324	LBCA	False	False	False	False	False	False
PF04325	Proteobacteria	False	False	False	False	False	False
PF04326	LBCA	False	False	False	False	False	False
PF04327	Terrabacteria	False	False	False	False	False	False
PF04328	post-LBCA	False	False	False	False	False	False
PF04332	LBCA	False	False	False	False	False	False
PF04333	Proteobacteria	False	False	False	False	False	False
PF04335	post-LBCA	False	False	False	False	False	False
PF04336	LBCA	False	False	False	False	False	False
PF04337	LBCA	False	False	False	False	False	False
PF04338	LBCA	False	False	False	False	False	False
PF04339	post-LBCA	False	False	False	False	False	False
PF04340	Proteobacteria	False	False	False	False	False	False
PF04341	LBCA	False	False	False	False	False	False
PF04342	post-LBCA	False	False	False	False	False	False
PF04343	LUCA	False	False	False	False	False	False
PF04344	Proteobacteria	False	False	False	False	False	False
PF04345	Proteobacteria	False	False	False	False	False	False
PF04346	Terrabacteria	False	False	False	False	False	False
PF04347	LBCA	False	False	False	False	False	False
PF04348	Proteobacteria	False	False	False	False	False	False
PF04349	post-LBCA	False	False	False	False	False	False
PF04350	LBCA	False	False	False	False	False	False
PF04351	Proteobacteria	False	False	False	False	False	False
PF04352	Proteobacteria	False	False	False	False	False	False
PF04353	Proteobacteria	False	False	False	False	False	False
PF04354	Proteobacteria	False	False	False	False	False	False
PF04355	post-LBCA	False	False	False	False	False	False
PF04356	Proteobacteria	False	False	False	False	False	False
PF04357	LBCA	False	False	False	False	False	False
PF04358	unclassifiable	False	False	False	False	False	False
PF04359	LBCA	False	False	False	False	False	False
PF04361	Proteobacteria	False	False	False	False	False	False
PF04362	Proteobacteria	False	False	False	False	False	False
PF04363	Proteobacteria	False	False	False	False	False	False
PF04364	Proteobacteria	False	False	False	True	False	False
PF04365	LBCA	False	False	False	False	False	False
PF04366	LBCA	False	False	False	False	False	False
PF04367	LBCA	False	False	False	False	False	False
PF04368	Proteobacteria	False	False	False	False	False	False
PF04371	unclassifiable	False	False	False	False	False	False
PF04375	Proteobacteria	False	False	False	False	False	False
PF04376	Proteobacteria	False	False	False	False	False	False
PF04377	post-LBCA	False	False	False	False	False	False
PF04378	Proteobacteria	False	False	False	False	False	False
PF04379	post-LBCA	False	False	False	False	False	False
PF04380	Proteobacteria	False	False	False	False	False	False
PF04381	Proteobacteria	True	True	True	False	False	False
PF04383	post-LBCA	False	False	False	False	False	False
PF04384	LBCA	False	False	False	False	False	False
PF04386	Proteobacteria	False	False	False	False	False	False
PF04389	preLUCA	False	False	False	False	False	False
PF04390	post-LBCA	False	False	False	False	False	False
PF04391	post-LBCA	False	False	False	False	False	False
PF04392	LBCA	False	False	False	False	False	False
PF04393	post-LBCA	False	False	False	False	False	False
PF04394	Terrabacteria	False	False	False	False	False	False
PF04397	LBCA	False	False	False	True	False	True
PF04399	Proteobacteria	False	False	False	False	False	False
PF04400	post-LBCA	False	False	False	False	False	False
PF04402	LUCA	False	False	False	False	False	False
PF04403	post-LBCA	False	False	False	False	False	False
PF04404	LBCA	False	False	False	False	False	False
PF04405	Terrabacteria	False	False	False	False	False	False
PF04406	LACA	False	False	False	True	False	True
PF04407	Euryarchaeota	False	False	False	False	False	False
PF04408	LBCA	False	True	True	False	False	False
PF04409	unclassifiable	False	False	False	False	False	False
PF04410	LACA	True	True	True	False	False	False
PF04411	LBCA	False	False	False	False	False	False
PF04412	Inspect	False	False	False	False	False	False
PF04413	unclassifiable	False	False	False	False	False	False
PF04414	unclassifiable	True	True	True	False	False	False
PF04415	Euryarchaeota	False	False	False	False	False	False
PF04417	Terrabacteria	False	False	False	False	False	False
PF04422	LBCA	False	False	False	False	False	False
PF04423	LACA	False	False	False	False	False	False
PF04427		True	True	True	False	False	False
PF04430	unclassifiable	False	False	False	False	False	False
PF04432	LUCA	False	False	False	False	False	False
PF04434	unclassifiable	False	False	False	False	False	False
PF04439	LBCA	False	False	False	False	False	False
PF04442	Proteobacteria	False	False	False	False	False	False
PF04443	LBCA	False	False	False	False	False	False
PF04444	Terrabacteria	False	False	False	False	False	False
PF04445	post-LBCA	False	False	False	False	False	False
PF04446	post-LBCA	True	True	True	False	False	False
PF04450	LBCA	False	False	False	False	False	False
PF04452	LBCA	False	True	True	False	False	False
PF04453	Proteobacteria	False	False	False	False	False	False
PF04454	LBCA	False	False	False	False	False	False
PF04455	Inspect	False	False	False	False	False	False
PF04456	post-LBCA	False	False	False	False	False	False
PF04457	LACA	False	False	False	False	False	False
PF04459	post-LBCA	False	False	False	False	False	False
PF04461	Proteobacteria	False	False	False	False	False	False
PF04463	LUCA	False	False	False	False	False	False
PF04464	LBCA	False	False	False	False	False	False
PF04465	LBCA	False	False	False	False	False	False
PF04466	LBCA	False	False	False	False	False	False
PF04468	post-LBCA	False	False	False	False	False	False
PF04471	LUCA	False	False	False	True	False	True
PF04472	Inspect	False	False	False	False	False	False
PF04473	unclassifiable	False	False	False	False	False	False
PF04474	LBCA	False	False	False	False	False	False
PF04475	Euryarchaeota	False	False	False	False	False	False
PF04476	Proteobacteria	False	False	False	False	False	False
PF04480	LBCA	False	False	False	False	False	False
PF04481	Terrabacteria	False	False	False	False	False	False
PF04483	Terrabacteria	False	False	False	False	False	False
PF04485	Terrabacteria	False	False	False	False	False	False
PF04486	Terrabacteria	False	False	False	False	False	False
PF04488	LBCA	False	False	False	False	False	False
PF04492	LBCA	False	False	False	False	False	False
PF04493	LBCA	True	True	True	False	False	False
PF04505	unclassifiable	False	False	False	False	False	False
PF04509	Inspect	False	False	False	False	False	False
PF04514		True	True	True	False	False	False
PF04518	PVC	False	False	False	False	False	False
PF04519	LBCA	False	False	False	False	False	False
PF04522		True	False	True	False	False	False
PF04525	post-LBCA	False	False	False	False	False	False
PF04531	Terrabacteria	False	False	False	False	False	False
PF04536	post-LBCA	False	False	False	False	False	False
PF04539	LBCA	False	True	True	False	False	False
PF04542	LBCA	False	False	False	False	False	False
PF04545	LBCA	False	False	False	False	False	False
PF04546	Proteobacteria	False	False	False	True	False	False
PF04551	LBCA	False	False	False	False	False	False
PF04552	unclassifiable	False	False	False	False	False	False
PF04555	Inspect	False	False	False	True	False	False
PF04556	LBCA	False	False	False	True	False	True
PF04557		True	True	True	False	False	False
PF04558		True	True	True	False	False	False
PF04560	Inspect	True	True	True	True	False	True
PF04561	Inspect	True	True	True	True	True	True
PF04563	Inspect	True	True	True	True	True	True
PF04565	LACA	True	True	True	True	True	True
PF04566	LACA	True	True	True	True	False	True
PF04567	LACA	True	True	True	False	False	False
PF04575	Proteobacteria	False	False	False	False	False	False
PF04577	LBCA	False	False	False	False	False	False
PF04586	LBCA	False	False	False	False	False	False
PF04587	Inspect	False	False	False	False	False	False
PF04588	Proteobacteria	False	False	False	False	False	False
PF04589		False	False	False	True	False	False
PF04602	Terrabacteria	False	False	False	False	False	False
PF04606	Proteobacteria	False	False	False	False	False	False
PF04607	LBCA	False	False	False	False	False	False
PF04608	LBCA	False	False	False	False	False	False
PF04609	Euryarchaeota	False	False	False	False	False	False
PF04610	LBCA	False	False	False	False	False	False
PF04612	post-LBCA	False	False	False	False	False	False
PF04613	Proteobacteria	False	False	False	False	False	False
PF04615		False	True	True	False	False	False
PF04616	LBCA	False	False	False	False	False	False
PF04630	Terrabacteria	False	False	False	False	False	False
PF04632	LBCA	False	False	False	False	False	False
PF04634	unclassifiable	False	False	False	False	False	False
PF04647	Terrabacteria	False	False	False	False	False	False
PF04650	Terrabacteria	False	False	False	False	False	False
PF04654	Proteobacteria	False	False	False	False	False	False
PF04655	post-LBCA	False	False	False	False	False	False
PF04657	LBCA	False	False	False	False	False	False
PF04659	Euryarchaeota	False	False	False	False	False	False
PF04661		False	False	False	True	False	False
PF04663	Proteobacteria	False	False	False	False	False	False
PF04672	Terrabacteria	False	False	False	False	False	False
PF04673	Terrabacteria	False	False	False	False	False	False
PF04675	LBCA	False	False	False	True	False	True
PF04676		False	True	True	False	False	False
PF04677		False	True	True	False	False	False
PF04679	LUCA	False	False	False	False	False	False
PF04684		False	False	False	True	False	False
PF04685	LBCA	False	False	False	False	False	False
PF04686	Terrabacteria	False	False	False	False	False	False
PF04688	Terrabacteria	False	False	False	False	False	False
PF04689		False	False	False	True	False	True
PF04693	Inspect	False	False	False	False	False	False
PF04703	LACA	False	False	False	False	False	False
PF04704		False	False	False	True	False	False
PF04705		True	True	True	False	False	False
PF04715	LUCA	False	False	False	False	False	False
PF04717	unclassifiable	False	False	False	False	False	False
PF04722		True	True	True	False	False	False
PF04723	post-LBCA	False	False	False	False	False	False
PF04726		False	False	False	True	False	True
PF04728	Proteobacteria	False	False	False	False	False	False
PF04734	LBCA	False	False	False	False	False	False
PF04738	LBCA	False	False	False	False	False	False
PF04740	Terrabacteria	False	False	False	False	False	False
PF04744	Inspect	False	False	False	False	False	False
PF04746	PVC	False	False	False	False	False	False
PF04748	post-LBCA	False	False	False	False	False	False
PF04751	Proteobacteria	False	False	False	False	False	False
PF04752	post-LBCA	False	False	False	False	False	False
PF04754	LBCA	False	False	False	False	False	False
PF04755	Terrabacteria	False	False	False	False	False	False
PF04758	Inspect	True	True	True	False	False	False
PF04760	LBCA	False	True	True	False	False	False
PF04763	PVC	False	False	False	False	False	False
PF04765	LBCA	False	False	False	False	False	False
PF04767		False	False	False	True	False	False
PF04769		False	False	False	True	False	False
PF04773	LBCA	False	False	False	False	False	False
PF04774		False	True	True	False	False	False
PF04775	LBCA	False	False	False	False	False	False
PF04784	LBCA	False	False	False	False	False	False
PF04794	LBCA	False	False	False	False	False	False
PF04796	unclassifiable	False	False	False	False	False	False
PF04800	Proteobacteria	False	False	False	False	False	False
PF04809	Proteobacteria	False	False	False	False	False	False
PF04816	Terrabacteria	False	False	False	False	False	False
PF04818		False	True	True	False	False	False
PF04820	LUCA	False	False	False	False	False	False
PF04828	LBCA	False	False	False	False	False	False
PF04829	Proteobacteria	False	False	False	False	False	False
PF04830	Proteobacteria	False	False	False	False	False	False
PF04832	LBCA	False	False	False	False	False	False
PF04839	Terrabacteria	False	True	True	False	False	False
PF04845		True	True	True	True	False	False
PF04848		False	False	False	True	False	False
PF04851	preLUCA	True	True	True	True	False	True
PF04854	post-LBCA	False	False	False	False	False	False
PF04857		False	True	True	False	False	False
PF04860	LBCA	False	False	False	False	False	False
PF04862	LBCA	False	False	False	False	False	False
PF04865	post-LBCA	False	False	False	False	False	False
PF04879	LUCA	False	False	False	False	False	False
PF04883	LBCA	False	False	False	False	False	False
PF04885	Inspect	False	False	False	False	False	False
PF04886	unclassifiable	False	False	False	False	False	False
PF04888	Proteobacteria	False	False	False	False	False	False
PF04889		True	True	True	False	False	False
PF04890	PVC	False	False	False	False	False	False
PF04891	Proteobacteria	False	False	False	False	False	False
PF04892	LUCA	False	False	False	False	False	False
PF04893	LUCA	False	False	False	False	False	False
PF04894	LACA	False	False	False	False	False	False
PF04895	LACA	False	False	False	False	False	False
PF04896	unclassifiable	False	False	False	False	False	False
PF04898	LBCA	False	False	False	False	False	False
PF04900		True	True	True	False	False	False
PF04909	LUCA	False	False	False	False	False	False
PF04914	Terrabacteria	False	False	False	False	False	False
PF04917	Proteobacteria	False	False	False	False	False	False
PF04919	LACA	False	False	False	False	False	False
PF04925		False	True	True	False	False	False
PF04926		True	True	True	False	False	False
PF04930	post-LBCA	False	False	False	False	False	False
PF04931		False	False	False	True	False	False
PF04932	LBCA	False	False	False	False	False	False
PF04935		False	True	True	False	False	False
PF04938		True	True	True	False	False	False
PF04939		True	True	True	False	False	False
PF04940	LBCA	False	False	False	False	False	False
PF04941		False	False	False	True	False	False
PF04945	LBCA	False	False	False	False	False	False
PF04951	LUCA	False	False	False	False	False	False
PF04952	LBCA	False	False	False	False	False	False
PF04954	LBCA	False	False	False	False	False	False
PF04955	post-LBCA	False	False	False	False	False	False
PF04956	LBCA	False	False	False	False	False	False
PF04957	Proteobacteria	False	True	True	False	False	False
PF04958	Proteobacteria	False	False	False	False	False	False
PF04959		False	True	True	False	False	False
PF04960	LBCA	False	False	False	False	False	False
PF04961	LUCA	False	False	False	False	False	False
PF04962	LBCA	False	False	False	False	False	False
PF04963	post-LBCA	False	False	False	True	False	True
PF04964	unclassifiable	False	False	False	False	False	False
PF04965	LBCA	False	False	False	False	False	False
PF04966	LBCA	False	False	False	False	False	False
PF04967	LACA	False	False	False	False	False	False
PF04970	post-LBCA	False	False	False	False	False	False
PF04972	LBCA	False	False	False	False	False	False
PF04973	LBCA	False	False	False	False	False	False
PF04976	LBCA	False	False	False	False	False	False
PF04977	LBCA	False	False	False	False	False	False
PF04978	post-LBCA	False	False	False	False	False	False
PF04981	LACA	False	True	True	False	False	False
PF04982	LBCA	False	False	False	False	False	False
PF04983	Inspect	True	True	True	True	False	True
PF04984	post-LBCA	False	False	False	False	False	False
PF04985	Proteobacteria	False	False	False	False	False	False
PF04986	LBCA	False	False	False	True	False	True
PF04988		True	True	True	True	False	False
PF04989	LBCA	False	False	False	False	False	False
PF04990		True	True	True	True	False	True
PF04991	LBCA	False	False	False	False	False	False
PF04992		True	True	True	True	False	True
PF04993	unclassifiable	False	False	False	False	False	False
PF04994	LBCA	False	False	False	False	False	False
PF04995	Proteobacteria	False	False	False	False	False	False
PF04996	Proteobacteria	False	False	False	False	False	False
PF04997	Inspect	True	True	True	True	False	True
PF04998	Euryarchaeota	True	True	True	True	False	True
PF04999	post-LBCA	False	False	False	False	False	False
PF05000	LACA	True	True	True	True	False	True
PF05001		True	True	True	True	False	False
PF05011		True	True	True	False	False	False
PF05013	LBCA	False	False	False	False	False	False
PF05014	LUCA	False	False	False	False	False	False
PF05015	LBCA	False	False	False	False	False	False
PF05016	LUCA	False	False	False	False	False	False
PF05019	LBCA	False	False	False	False	False	False
PF05022		False	True	True	False	False	False
PF05023	post-LBCA	False	False	False	False	False	False
PF05025	LBCA	False	False	False	False	False	False
PF05026		True	True	True	False	False	False
PF05031	Terrabacteria	False	False	False	False	False	False
PF05034	unclassifiable	False	False	False	False	False	False
PF05035	LBCA	False	False	False	False	False	False
PF05036	unclassifiable	False	False	False	False	False	False
PF05037	LBCA	False	False	False	False	False	False
PF05043	Inspect	False	False	False	False	False	False
PF05044		False	False	False	True	False	False
PF05045	LBCA	False	False	False	False	False	False
PF05046		True	True	True	False	False	False
PF05047		False	True	True	False	False	False
PF05048	LUCA	False	False	False	False	False	False
PF05050	preLUCA	False	False	False	False	False	False
PF05057	LBCA	False	False	False	False	False	False
PF05063	LBCA	False	True	True	False	False	False
PF05065	LBCA	False	False	False	False	False	False
PF05066	post-LBCA	True	True	True	False	False	False
PF05067	LBCA	False	False	False	False	False	False
PF05068	post-LBCA	False	False	False	False	False	False
PF05069	LBCA	False	False	False	False	False	False
PF05071	Proteobacteria	False	False	False	False	False	False
PF05076	LBCA	False	False	False	False	False	False
PF05082	Proteobacteria	False	False	False	False	False	False
PF05087		True	False	True	False	False	False
PF05088	Proteobacteria	False	False	False	False	False	False
PF05089	LBCA	False	False	False	False	False	False
PF05090	LBCA	False	False	False	False	False	False
PF05091		True	True	True	False	False	False
PF05095	PVC	False	False	False	False	False	False
PF05096	LBCA	False	False	False	False	False	False
PF05099	LBCA	False	False	False	False	False	False
PF05100	Proteobacteria	False	False	False	False	False	False
PF05101	post-LBCA	False	False	False	False	False	False
PF05103	Terrabacteria	False	False	False	False	False	False
PF05105	LBCA	False	False	False	False	False	False
PF05106	Proteobacteria	False	False	False	False	False	False
PF05107	LBCA	False	False	False	False	False	False
PF05108	Terrabacteria	False	False	False	False	False	False
PF05110		False	True	True	False	False	False
PF05114	LBCA	False	False	False	False	False	False
PF05116	LBCA	False	False	False	False	False	False
PF05117	LBCA	False	False	False	False	False	False
PF05118	LBCA	False	False	False	False	False	False
PF05119	LBCA	False	False	False	False	False	False
PF05120	LBCA	False	False	False	False	False	False
PF05121	LBCA	False	False	False	False	False	False
PF05123	LACA	False	False	False	False	False	False
PF05124	LACA	False	False	False	False	False	False
PF05125	Proteobacteria	False	False	False	False	False	False
PF05127	Proteobacteria	False	False	False	False	False	False
PF05128	LBCA	False	False	False	False	False	False
PF05129	TACK	False	False	False	False	False	False
PF05130	LBCA	False	False	False	False	False	False
PF05132		True	True	True	True	False	False
PF05133	Terrabacteria	False	False	False	False	False	False
PF05134	Proteobacteria	False	False	False	False	False	False
PF05135	LBCA	False	False	False	False	False	False
PF05136	LBCA	False	False	False	False	False	False
PF05137	Proteobacteria	False	False	False	False	False	False
PF05138	LBCA	False	False	False	False	False	False
PF05139	LBCA	False	False	False	False	False	False
PF05140	LBCA	False	False	False	False	False	False
PF05141	LBCA	False	False	False	False	False	False
PF05144	unclassifiable	False	False	False	False	False	False
PF05145	post-LBCA	False	False	False	False	False	False
PF05147	LBCA	False	False	False	False	False	False
PF05148		True	True	True	False	False	False
PF05150	post-LBCA	False	False	False	False	False	False
PF05151	Terrabacteria	False	False	False	False	False	False
PF05153	LBCA	False	False	False	False	False	False
PF05154	LBCA	False	False	False	False	False	False
PF05157	LBCA	False	False	False	False	False	False
PF05158		True	True	True	False	False	False
PF05159	LBCA	False	False	False	False	False	False
PF05161	LUCA	False	False	False	False	False	False
PF05162		True	True	True	False	False	False
PF05163	LBCA	False	False	False	False	False	False
PF05164	unclassifiable	False	False	False	False	False	False
PF05165	TACK	False	False	False	False	False	False
PF05166	Proteobacteria	False	False	False	False	False	False
PF05167	Inspect	False	False	False	False	False	False
PF05168	preLUCA	False	False	False	False	False	False
PF05170	LBCA	False	False	False	False	False	False
PF05171	LBCA	False	False	False	False	False	False
PF05172		False	True	True	False	False	False
PF05173	LBCA	False	False	False	False	False	False
PF05175	LBCA	True	True	True	False	False	False
PF05176	FCB	False	False	False	False	False	False
PF05182		False	True	True	False	False	False
PF05183		False	True	True	False	False	False
PF05187	LBCA	False	False	False	False	False	False
PF05188	LBCA	False	True	True	True	False	False
PF05189	post-LBCA	False	True	True	False	False	False
PF05190	LBCA	False	False	False	True	False	False
PF05191	LUCA	False	True	True	False	False	False
PF05192	LBCA	False	False	False	True	False	False
PF05193	LBCA	False	False	False	False	False	False
PF05194	LBCA	False	False	False	False	False	False
PF05195	LBCA	False	False	False	False	False	False
PF05198	LBCA	False	False	False	False	False	False
PF05199	LBCA	False	False	False	False	False	False
PF05201	LUCA	False	False	False	False	False	False
PF05204		False	False	False	True	False	True
PF05206		True	True	True	False	False	False
PF05209	post-LBCA	False	False	False	False	False	False
PF05215	Terrabacteria	False	False	False	False	False	False
PF05221	LUCA	False	False	False	False	False	False
PF05222	LBCA	False	False	False	False	False	False
PF05223	unclassifiable	False	False	False	False	False	False
PF05224		False	False	False	True	False	False
PF05225	post-LBCA	False	False	False	True	False	True
PF05226	LBCA	False	False	False	False	False	False
PF05227	unclassifiable	False	False	False	False	False	False
PF05228	LBCA	False	False	False	False	False	False
PF05229	Proteobacteria	False	False	False	False	False	False
PF05230	post-LBCA	False	False	False	False	False	False
PF05231	LBCA	False	False	False	False	False	False
PF05232	Proteobacteria	False	False	False	False	False	False
PF05233	Proteobacteria	False	False	False	False	False	False
PF05235	LBCA	False	False	False	False	False	False
PF05239	LUCA	False	False	False	False	False	False
PF05240		False	True	True	False	False	False
PF05247	Proteobacteria	False	False	False	False	False	False
PF05253		False	True	True	False	False	False
PF05256	Terrabacteria	False	False	False	False	False	False
PF05257	LBCA	False	False	False	False	False	False
PF05258	LBCA	False	False	False	False	False	False
PF05261		False	False	False	True	False	False
PF05269		False	False	False	True	False	False
PF05270	LBCA	False	False	False	False	False	False
PF05272	LBCA	False	False	False	False	False	False
PF05273		False	False	False	True	False	False
PF05275	Proteobacteria	False	False	False	False	False	False
PF05277	Terrabacteria	False	False	False	False	False	False
PF05280	Proteobacteria	False	False	False	True	False	False
PF05282		False	True	True	False	False	False
PF05284	Proteobacteria	False	False	False	False	False	False
PF05291		False	True	True	False	False	False
PF05292	unclassifiable	False	False	False	False	False	False
PF05299	LBCA	False	False	False	False	False	False
PF05302	PVC	False	False	False	False	False	False
PF05305	Terrabacteria	False	False	False	False	False	False
PF05309	Proteobacteria	False	False	False	False	False	False
PF05316		True	True	True	False	False	False
PF05317	TACK	False	False	False	False	False	False
PF05320		False	False	False	True	False	False
PF05321	Proteobacteria	False	False	False	False	False	False
PF05331	Terrabacteria	False	False	False	False	False	False
PF05336	LBCA	False	False	False	False	False	False
PF05343	LUCA	False	False	False	False	False	False
PF05345	LBCA	False	False	False	False	False	False
PF05349		False	False	False	True	False	False
PF05359	LBCA	False	False	False	False	False	False
PF05360	LBCA	False	False	False	False	False	False
PF05362	unclassifiable	False	False	False	False	False	False
PF05368	LUCA	False	False	False	False	False	False
PF05369	unclassifiable	False	False	False	False	False	False
PF05377	Euryarchaeota	False	False	False	False	False	False
PF05378	LUCA	False	False	False	False	False	False
PF05383		False	True	True	False	False	False
PF05384	Terrabacteria	False	False	False	False	False	False
PF05389	Terrabacteria	False	False	False	False	False	False
PF05391		False	True	True	False	False	False
PF05400	post-LBCA	False	False	False	False	False	False
PF05401	LBCA	False	False	False	False	False	False
PF05402	LUCA	False	False	False	False	False	False
PF05406	Proteobacteria	False	False	False	False	False	False
PF05413		True	False	True	False	False	False
PF05419	Terrabacteria	False	False	False	False	False	False
PF05420	Proteobacteria	False	False	False	False	False	False
PF05421	Terrabacteria	False	False	False	False	False	False
PF05423	Terrabacteria	False	False	False	False	False	False
PF05425	Terrabacteria	False	False	False	False	False	False
PF05426	LBCA	False	False	False	False	False	False
PF05430	LBCA	False	False	False	False	False	False
PF05433	post-LBCA	False	False	False	False	False	False
PF05437	Inspect	False	False	False	False	False	False
PF05440	Euryarchaeota	False	False	False	False	False	False
PF05443	Proteobacteria	False	False	False	True	False	True
PF05448	LBCA	False	False	False	False	False	False
PF05456		True	True	True	False	False	False
PF05460		False	False	False	True	False	False
PF05470		True	True	True	False	False	False
PF05472	Proteobacteria	False	False	False	True	False	False
PF05481	Terrabacteria	False	False	False	False	False	False
PF05484	Proteobacteria	False	False	False	False	False	False
PF05486		False	True	True	False	False	False
PF05488	LBCA	False	False	False	False	False	False
PF05489	post-LBCA	False	False	False	False	False	False
PF05491	unclassifiable	False	False	False	True	True	True
PF05494	Proteobacteria	False	False	False	False	False	False
PF05495	post-LBCA	False	False	False	False	False	False
PF05496	LBCA	False	False	False	False	False	False
PF05504	Terrabacteria	False	False	False	False	False	False
PF05505		True	True	True	False	False	False
PF05506	post-LBCA	False	False	False	False	False	False
PF05509	LBCA	False	False	False	True	False	False
PF05521	LBCA	False	False	False	False	False	False
PF05523	LBCA	False	False	False	False	False	False
PF05524	LBCA	False	False	False	False	False	False
PF05525	LBCA	False	False	False	False	False	False
PF05532	LBCA	False	False	False	False	False	False
PF05534	LBCA	False	False	False	False	False	False
PF05542	Terrabacteria	False	False	False	False	False	False
PF05544	LBCA	False	False	False	False	False	False
PF05545	Proteobacteria	False	False	False	False	False	False
PF05547	LBCA	False	False	False	False	False	False
PF05552	LBCA	False	False	False	False	False	False
PF05559	LACA	False	False	False	False	False	False
PF05565	Inspect	False	False	False	False	False	False
PF05567	Proteobacteria	False	False	False	False	False	False
PF05569	LBCA	False	False	False	False	False	False
PF05572	LBCA	False	False	False	False	False	False
PF05573	LBCA	False	False	False	False	False	False
PF05576	Proteobacteria	False	False	False	False	False	False
PF05580	Terrabacteria	False	False	False	False	False	False
PF05582	Terrabacteria	False	False	False	False	False	False
PF05591	LBCA	False	False	False	False	False	False
PF05592	LBCA	False	False	False	False	False	False
PF05593	LBCA	False	False	False	False	False	False
PF05594	post-LBCA	False	False	False	False	False	False
PF05595	Terrabacteria	False	False	False	False	False	False
PF05597	unclassifiable	False	False	False	False	False	False
PF05598	LUCA	False	False	False	False	False	False
PF05610	LBCA	False	False	False	False	False	False
PF05615		True	True	True	False	False	False
PF05618	Inspect	False	False	False	False	False	False
PF05621	post-LBCA	False	False	False	False	False	False
PF05626	post-LBCA	False	False	False	False	False	False
PF05630	post-LBCA	False	False	False	False	False	False
PF05634		True	True	True	False	False	False
PF05635	LBCA	False	True	True	False	False	False
PF05636	Terrabacteria	False	False	False	False	False	False
PF05638	LUCA	False	False	False	False	False	False
PF05639	Terrabacteria	False	False	False	False	False	False
PF05641		False	True	True	False	False	False
PF05643	post-LBCA	False	False	False	False	False	False
PF05645		True	True	True	True	False	False
PF05649	LBCA	False	False	False	False	False	False
PF05650	Proteobacteria	False	False	False	False	False	False
PF05651	post-LBCA	False	False	False	False	False	False
PF05652		True	True	True	False	False	False
PF05653	Terrabacteria	False	False	False	False	False	False
PF05656	LBCA	False	False	False	False	False	False
PF05658	LBCA	False	False	False	False	False	False
PF05661	LBCA	False	False	False	False	False	False
PF05662	post-LBCA	False	False	False	False	False	False
PF05670	Inspect	False	True	True	False	False	False
PF05673	post-LBCA	False	False	False	False	False	False
PF05675	post-LBCA	False	False	False	False	False	False
PF05677	PVC	False	False	False	False	False	False
PF05681	LBCA	False	False	False	False	False	False
PF05683	LBCA	False	False	False	False	False	False
PF05684	LBCA	False	False	False	False	False	False
PF05685	LBCA	False	False	False	False	False	False
PF05686	post-LBCA	False	False	False	False	False	False
PF05690	LBCA	False	False	False	False	False	False
PF05691	LBCA	False	False	False	False	False	False
PF05693	LACA	False	False	False	False	False	False
PF05694	post-LBCA	False	False	False	False	False	False
PF05697	post-LBCA	False	False	False	False	False	False
PF05698	LBCA	False	False	False	False	False	False
PF05704	LBCA	False	False	False	False	False	False
PF05706	post-LBCA	False	False	False	False	False	False
PF05707	Inspect	False	False	False	False	False	False
PF05708	LBCA	False	False	False	False	False	False
PF05709	Terrabacteria	False	False	False	False	False	False
PF05711	LUCA	False	False	False	False	False	False
PF05713	LBCA	False	False	False	False	False	False
PF05717	LBCA	False	False	False	False	False	False
PF05719	Terrabacteria	False	False	False	False	False	False
PF05721	LBCA	False	False	False	False	False	False
PF05722		False	False	False	True	False	False
PF05724	LBCA	False	False	False	False	False	False
PF05726	LUCA	False	False	False	False	False	False
PF05727	Euryarchaeota	False	False	False	False	False	False
PF05728	LBCA	False	False	False	False	False	False
PF05729	unclassifiable	False	False	False	False	False	False
